label,speech
반영,그러자
반영,우주선을 만들고 있구나
행동 묘사,게임을 하려고 하는구나
행동 묘사,타워를 만들었구나
반영,소풍 우리만의 소풍을 계획해야해
부정적인 말,못생긴 고양이를 그렸구나
질문,내가 만드는 거 마음에 드니
부정적인 말,그거 그렇게 하는거 아니야
구체적인 칭찬,아주 사랑스럽게 만들었구나
구체적인 칭찬,그 조각을 줘서 고마워
일반적인 칭찬,멋진 집이야
구체적인 칭찬,친철한 말을 사용해서 오늘 하루에 대해 말해주어 고마워
일반적인 칭찬,우리가 가장 멋져
일반적인 말,얼룩말을 줄무늬가 있어
질문,할머니 댁에서 썰매 탔던 거 기억하니
지시,빨간색 블럭을 옆에 놔줘
구체적인 칭찬,자켓을 잘 입었어
지시,네 이름이 어떤 글자로 시작하지
질문,자동차
일반적인 말,이 장난감들을 너무 멋지다
질문,여기에 뭐가 와야하지
반영,너는 캡틴 아메리카를 좋아하는구나
행동 묘사,노란색 블럭을 찾았구나
지시,이걸 봐줘
반영,강아지구나
일반적인 칭찬,그거 좋다
질문,크게 만들어서 여기에 놓을래
일반적인 말,다음에 티 가 와
일반적인 말,아까전에 타워를 만들었지
반영,빨간색을 좋아하는구나
일반적인 말,기차가 빠르구나
일반적인 말,응 그럼 네가 원하면 할 수 있어
구체적인 칭찬,문제를 잘 해결해줬어
행동 묘사,그 조각들을 떼려고 하는구나
일반적인 말,자동차가 회전하고 있구나
행동 묘사,타워를 만들고 있구나
지시,트럭을 여기에 놓고 옆에 자동차를 놔줘
반영,지퍼랑 잘 때 껴안고 자는구나
반영,네가 시합에서 이겼어
부정적인 말,조각을 잘 못 된 곳에 놓고 있어
구체적인 칭찬,네가 착한 소년일 때 좋아
반영,오 그래 기차
반영,오 피자가 있구나
지시,노란색 자동차를 주
일반적인 말,아직이구나
구체적인 칭찬,내가 부탁하기 않아도 기억해서 청소한 것 너무 잘 했어
일반적인 말,화가 나 보이네
일반적인 칭찬,좋아보인다
부정적인 말,버릇이 없구나
부정적인 말,우와 진짜 가만히 앉아있었네
일반적인 칭찬,너무 고마워
지시,서둘러 줘
부정적인 말,안경을 다시 벗지마
행동 묘사,초록색 블럭 위에 빨간색 블럭을 쌓고 있구나
질문,이 차가 필요하니
부정적인 말,소란을 피우지 않으면 새로운 게임을 줄게
일반적인 칭찬,아주 창의적이구나
반영,오 핑크구나
일반적인 말,그것은 말이구나
질문,오렌지를 이 냄비에 넣었니
질문,이 구멍 안에 들어가니
부정적인 말,바나나는 파란색이 아니야 
질문,뭐가 더 크니
반영,네 이름은 엠으로 시작해
지시,진정해
행동 묘사,모두 줄 세웠어요
반영,아이스크림이구나
행동 묘사,몇개를 찾았구나
구체적인 칭찬,만들기를 잘하는구나
일반적인 칭찬,대단해
반영,부릉
반영,다른데 다 시도해봤는데 그 조각은 맞지 않구나
질문,아기가 아픈가요
지시,마커를 다시 돌려놔
지시,나에게 몇 개 블럭을 줘
반영,어머나
일반적인 칭찬,균형을 잘 잡았네
지시,청소를 시작해줘
일반적인 말,멋진 트럭이다
반영,이 소는 바보같은 표정을 짓고 있구나
지시,높게 만들어 좋아
부정적인 말,그것은 나빠
질문,기차를 만들고 있니
행동 묘사,높은 타워를 만들고 있구나
부정적인 말,나무는 빨간색이 아니야
부정적인 말,머리를 부딛히지마렴
질문,얼마나 오래
일반적인 말,아무거나 가지고 놀아도 된다고 했어
반영,나를 위한거구나
반영,덤프트럭을 해보는구나
부정적인 말,오늘은 좀 조용해 왜그러는거야
부정적인 말,그렇게 하는거 아니야
일반적인 칭찬,잘했어
지시,박스에 넣어 알겠지
부정적인 말,의자에 앉지 못하겠니
일반적인 말,아니요 충분한 조각이 없어요
행동 묘사,덤프 트럭을 다시 아래로 밀었구나
부정적인 말,그런 말 하지마
지시,그렇게 해야해
지시,나랑 함께 놀아줘
반영,깨질지도
일반적인 말,찰흙이 끼면 꺼내기 어려워
지시,동그라미를 그려줘
행동 묘사,나무를 완성했구나
부정적인 말,나쁘다
지시,선 밖에 나오지 않게 해봐
질문,내 도움이 필요하니
일반적인 말,입을 끼워줄거야
일반적인 말,그건 빨간색이야
지시,파란색으로 색칠해
지시,장난감을 세어봐
일반적인 말,그건 사실이 아니야
행동 묘사,블럭을 많이 가지고 있구나
질문,왜
일반적인 칭찬,멋지다
행동 묘사,기차길을 연결하고 있구나
행동 묘사,너는 기차를 운전하는구나
질문,그 동물들을 좋아하는구나
지시,자리에 앉아
행동 묘사,빨리 했구나
부정적인 말,나를 불편하게 하는구나
행동 묘사,예쁜 구슬들을 가지고 노는구나
일반적인 말,인형이 잠을 자는구나
행동 묘사,만들기를 하는구나
행동 묘사,마그나 낙서를 가지고 놀고 있구나
질문,미스터 포테이터 헤드가 어디있니
일반적인 말,소가 물을 먹고 있구나
일반적인 칭찬,창의적이다
일반적인 말,좋은 생각이야
지시,여기에 조각을 놔
부정적인 말,아니 너는 그렇지 않아
행동 묘사,너는 파락색 의자에 앉아있구나
일반적인 말,색깔이 멋지다
반영,안했구나
일반적인 말,하나 더 필요해 왜냐하면 일곱개가 있는데 여덟개가 필요해
지시,이 글자를 읽어줘
지시,그것 지워줘
행동 묘사,타워에 블럭을 추가하고 있구나
구체적인 칭찬,장난감을 빌려줘서 고마워
질문,그냥 노란색 찰흙이야
일반적인 말,토끼 머리 밖에 없어
일반적인 말,무화과 맛 컵케익을 고를래
행동 묘사,노란색 블럭위에 빨간색 블럭을 올리고 있구나
행동 묘사,큰 사과를 그리고 있구나
구체적인 칭찬,큰 것을 거기에 놓는건 똑똑하다
일반적인 말,아니야 그건 그레이브디거야
질문,더 이상 가지고 놀고 싶지 않구나
부정적인 말,의자에서 일어나지마
행동 묘사,자동차들을 창턱에 두고 있구나
행동 묘사,더 많은 조각들을 찾았구나
구체적인 칭찬,차들을 조심스럽게 운전하니 좋다
구체적인 칭찬,장난감을 잘 가지고 노는구나
행동 묘사,블럭을 여기에 놓고 있어
구체적인 칭찬,나와 잘 놀이하는 것 잘했어
반영,립스틱
구체적인 칭찬,장난감들을 컨테이너에 넣는 것 잘했어
반영,색을 반복하고 있구나
행동 묘사,움직이고 있구나
지시,수탉이 어떻게 우는지 해봐
지시,짧은 나무를 찾아줘
지시,돼지를 찾아줘
일반적인 칭찬,멋진 생각이다
일반적인 말,차를 여기로 운전하고 있어
일반적인 말,펭귄이 헤엄치고 있구나
행동 묘사,네가 넘어뜨렸어
질문,신나지 않았니
반영,날고 있구나
행동 묘사,테이블에서 미스터 포테이토헤드를 넘어뜨렸어
일반적인 말,멋지다
질문,큰 충돌을 하지 않았니
부정적인 말,총을 만들지 마
질문,이것 재밌다
일반적인 말,오 도넛 컵케익이네
질문,다음에 그녀를 거기에 둘거니
일반적인 말,할아버지의 소가 송아지를 낳았어
지시,다시 가져다 놔
부정적인 말,그건 이 가 아니야
구체적인 칭찬,잘 앉아있네
일반적인 말,알겠어 여기서 기다릴게
구체적인 칭찬,네가 그린 사랑스러운 고양이 좀 봐
구체적인 칭찬,최고의 건축가야
질문,오븐에 굽고 있니
질문,어디 갔지
지시,높게 쌓아
일반적인 말,그림이 예쁘다
행동 묘사,네 쪽에 차 5대를 가지고 있구나
반영,수퍼맨이 될 거구나
일반적인 칭찬,너는 똑똑한 아이야
일반적인 말,오 차
일반적인 칭찬,멋지다
일반적인 말,오늘 학교에서도 레고를 가지고 놀았다고 선생님이 말씀 해주셨어
반영,네가 만들었구나
부정적인 말,그건 별로 예쁘지 않아
구체적인 칭찬,아주 빠르게 청소한 것 잘했어
지시,차를 나에게 줘
반영,레고를 가지고 놀고 있구나
부정적인 말,그렇게 말할 때 기분이 좋지 않아
행동 묘사,포테이토헤드에 귀를 꽂았구나
구체적인 칭찬,나무가 멋지다
질문,소 아니면 기린
일반적인 칭찬,오 너 참 똑똑하구나
반영,모두 어디 갔니
지시,자동차 놀이가 하고 싶어 나랑 자동차 놀이 하자
구체적인 칭찬,함께 사용해줘서 고마워
질문,고릴라는 그네를 좋아하는구나
부정적인 말,자동차를 너무 빠르게 가게 하고 있어 서로 충돌할거야
행동 묘사,떨어뜨려 놨구나
행동 묘사,선반에 올리려고 하는구나
질문,이건 내 자동차니
부정적인 말,사과아 바나나
구체적인 칭찬,인형을 잘 돌보고 있구나
행동 묘사,계란을 굽고 있구나
일반적인 말,게시판에 세계지도가 있네
부정적인 말,선 밖으로 색칠하고 있구나
부정적인 말,이상해 보인다
행동 묘사,큰 블럭으로 타워를 만들고 있구나
반영,테이블 아래
반영,나랑 놀고 싶구나
일반적인 말,울타리가 모든 동물들을 안전하게 하고 있어
구체적인 칭찬,자리에 조용히 앉아있어서 고마워
반영,하나 더 필요해 왜냐하면 7개가 있는데 8개가 필요해
부정적인 말,별로야
행동 묘사,의자에 앉아있구나
질문,엄마가 바보같이 굴고 있어
지시,지금 음식 놀이 하자
부정적인 말,시도도 안하고 있잖아
부정적인 말,그렇게 높이 쌓으니 당연히 무너지지 그만 불평해
구체적인 칭찬,멋지게 색칠하고 있구나
구체적인 칭찬,태양을 멋지게 색칠했구나
행동 묘사,그녀를 조심히 안고 있구나
행동 묘사,바닥에서 크레용을 주웠어
일반적인 말,이것은 너무 재미있다
구체적인 칭찬,높게 만들려고 노력하는 것 잘했어
반영,동물들이 파티를 할 거구나
지시,잡아
구체적인 칭찬,네가 그린 멋진 그림을 좀 봐
일반적인 말,타워를 만들고 싶구나
부정적인 말,머리 부딛히지 마
행동 묘사,너는 웃고 있어
구체적인 칭찬,정리를 도와줘서 고마워
구체적인 칭찬,자리에 잘 있는 것 잘했어
구체적인 칭찬,안아줄 때 좋구나
행동 묘사,빨간색을 골랐구나
일반적인 말,나중에 이야기 할거야
일반적인 말,나는 찰흙이 좋아
일반적인 칭찬,그거 멋지다
구체적인 칭찬,노력하는 착한 소녀야
지시,그거 구석에 둬
구체적인 칭찬,나에게 줘서 고마워
질문,그림 그릴래
질문,왜 안 돼
지시,앉지 않으면 매를 들거야
일반적인 말,사실이야
질문,그건 빨간색이야
행동 묘사,파란색으로 색칠하고 있구나
부정적인 말,까다롭게 굴지마
질문,수퍼맨보다 네가 빨라
부정적인 말,팔은 세개가 아니야 두개지
행동 묘사,로봇을 만들고 있구나
일반적인 말,새가 나뭇가지에 있으면 좋겠어
행동 묘사,네가 넣었구나
일반적인 말,만들기 준비를 하는 것처럼 보이는구나
구체적인 칭찬,음식을 멋지게 정리했구나 잘했어
지시,이걸 해보자
행동 묘사,네가 색칠하고 싶은 크레용을 고르고 있구나
부정적인 말,귀를 잘 못 꽂았어
반영,네가 원하면 블럭 놀이를 할 수 있어
구체적인 칭찬,다리를 멋지게 만들었다
일반적인 말,내가 없을 때 방을 떠나면 안돼
구체적인 칭찬,기차 운전을 잘하는구나
구체적인 칭찬,장난감을 조심히 가지고 노는구나 잘했어
행동 묘사,빨간색을 가져갔구나
질문,그거 집에 있는거랑 똑같은 거에요
일반적인 말,하지만 거기에 넣으면 안정감이 없어 내가 보여줄게
일반적인 말,멋진 건물이야
반영,네 것이구나
구체적인 칭찬,창난감을 정리하는 방식이 좋구나
일반적인 칭찬,하이파이브
반영,으르렁 으르르어
일반적인 말,크림과 설탕을 찾았어
구체적인 칭찬,나를 위해 멋진 꽃을 만들어 줬구나
일반적인 말,웅 이제 마쳤어
질문,이제 다음에 무엇을 할 거니
구체적인 칭찬,살내 목소리를 사용해줘서 고마워
일반적인 말,마치는 대로 점심이 제공 될 거야
반영,이게 충분히 높은지 고민하고 있구나
행동 묘사,맞춰질 방법을 생각하고 있구나
지시,그 부분을 색칠 해야해
행동 묘사,파란 블럭으로 만들기를 하고 있구나
질문,닭은 어떻게 울지
반영,쾅
일반적인 말,이것 의자위에 놓을게
구체적인 칭찬,네 눈은 예쁘다
지시,파란색을 사용 하는 건 어때
반영, 함께 하는 게 좋아
일반적인 말,이것 여기에 놓을께
지시,내가 냉장고에 사자를 위한 특별한 공간을 만들어준다면 나에게 그림을 그래줄래
반영,동물을 그렸구나
지시,이리 와
행동 묘사,이것들을 재미있게 하고 있구나
구체적인 칭찬,그것들을 잘 설치했구나
질문,몇마리의 애완동물이 있니
질문,그들을 쌓을래 아니면 네 이름 철자를 말할래
행동 묘사,큰 숨을 들이마시고 있구나
일반적인 말,이것들은다 다른 색이야
반영,작은 자동차들
구체적인 칭찬,실례합니다라고 말하니 아주 예의가 바르구나
반영,그 포켓만은 초능력이 있고
일반적인 말,그것 참 흥미롭구나
구체적인 칭찬,앗 일반적인 칭찬을 했네 구체적인 칭찬을 하도록 해볼게요
질문,무화과 쿠
반영,손이 꼈구나
구체적인 칭찬,멋진 배를 만들었구나
일반적인 말,모르겠어
구체적인 칭찬,크레파스를 빌려주다니 생각이 깊구나
반영,자동차를 좋아하는구나
지시,동그라미를 만들어줘
행동 묘사,빠르게 정리 했구나
행동 묘사,빠르게 가고 있어
행동 묘사,망치를 사용하고 있구나
지시,똑바로 앉아
반영,성이 마음에 드는구나
지시,크레파스를 나에게 줘
행동 묘사,미스터 포테이도에 눈을 끼우고 있구나
행동 묘사,레고를 통에 담고 잇구나
행동 묘사,자동차를 천천히 운전하는구나
일반적인 말,왜냐하면 그 안에 자석이 있기 때문이야
부정적인 말,크레파스를 제대로 잡고 있지 않구나
일반적인 말,이건 동그랗다
일반적인 말,오늘 저녁에 피자를 먹을거야
행동 묘사,의자에 앉아있어
일반적인 말,천만에
질문,여기 와서 앉아
반영,너는 빨간 차를 가지고 놀고 있어
지시,당장 내려와
구체적인 칭찬,정리는 도와주고 너는 천사야
지시,일어나
지시,여자분께서 네가 장난감들을 치워야 한다고 말했어
일반적인 말,노란 바지를 입었구나
행동 묘사,너는 차를 경사로 아래로 밀었어
일반적인 말,파란색 기차를 그리고 싶어
지시,우리는 가야 해
구체적인 칭찬,바른 곳에 가져다 놓았구나
일반적인 말,소들은 음메 하고 울어
일반적인 말,안녕 잘가
일반적인 말,더 이상 화이트 카드를 찾을 수 없다는 것에 화가 난 것 같구나
질문,인형의 소파를 어디에 놓을까
행동 묘사,너는 모든 블록을 사용했구나
구체적인 칭찬,오 네가 만든 차는 최고야
부정적인 말,그렇게 했다니 믿을 수가 없어
행동 묘사,차를 운전하고 있구나
행동 묘사,선로에서 기차를 밀고 있구나
일반적인 칭찬,훌륭하구나
일반적인 칭찬,대단하다
질문,저 블럭은 무슨 색이지
일반적인 말,크다
일반적인 말,그 다음에 녹색이 올거야
일반적인 말,천만에
질문,초록색 자동차를 원하니
행동 묘사,트럭을 언덕 위로 밀어올리고 있구나
일반적인 말,파란 블록이 위에 있어
질문,다른것을 가지고 놀고싶니
반영,나를 그려줬구나
구체적인 칭찬,불을 다시 켜주어서 고마워
질문,어떻게 그런 생각을 했니
일반적인 말,나는 빨간색을 하고싶어
행동 묘사,뛰고 있구나
반영,큰 검정 점이 있어
지시,지붕을 만들어줘
반영,무지개가 있구나
구체적인 칭찬,우리 둘다 예뻐
질문,이것을 빼놓아야 할까
일반적인 말,저것은 삽이야
부정적인 말,나무 같이 안보이는데
일반적인 말,이 퍼즐을 가지고 놀고 싶어
일반적인 말,운전사가 차에 기름을 넣었어
지시,앉아있으면 사탕을 줄게
일반적인 말,순서에 대해 생각하고 있구나
행동 묘사,빨간색으로 색칠하고 있구나
구체적인 칭찬,형님반 아이처럼 잘하는구나
반영,슈퍼맨들 만들었구나
지시,이제 너랑 내가 헬리콥터를 만들거야
행동 묘사,오 꽃을 색칠했구나
지시,일어나 앉으렴
반영,오
지시,불을 그대로 둬
반영,너는 인형을 좋아하는구나
행동 묘사,긴 귀를 가지고 있는 토끼를 그렸구나
일반적인 말,지금
질문,어떤 활동을 선택할래
일반적인 말,나는 동물들을 위한 울타리를 만들거야
지시,여기 레고가 있어
행동 묘사,데굴 데굴 데굴
일반적인 말,재미있다
일반적인 말,아마 거기에 있어야하는거 같아 다른 걸 넣어도 돼
반영,그리고 사과
부정적인 말,버릇이 없구나
질문,체온을 재줄수 있어
구체적인 칭찬,오 음료를 가져다줘서 고마워
일반적인 말,강아지를 좋아하는구나
질문,그게 뭐였지
지시,똑바로 행동하렴
지시,봐바 블록 하나를 가지고 그 블록을 연결하는거야
반영,너는 동물들에게 먹이를 줄 거구나
부정적인 말,벽에 낙서하지 말라고 했지
구체적인 칭찬,글자 연습을 잘하는 착한 소녀이구나
지시,조용해 해줘
부정적인 말,아예 이해하지 못했구나
부정적인 말,아빠한테 말하면 어떻게 되나 보자
일반적인 말,종이에 하트를 붙이고 있어
지시,의자에 앉아
반영,날고 있구나
일반적인 말,이것 집에 있어
구체적인 칭찬,우리는 조심스러운 일을 하고 있어
일반적인 말,도넛도 있고 잔도 있고 그릇도 있네
일반적인 칭찬,멋진 시도였어
구체적인 칭찬,너가 씌운 포테이토 헤드 멋지다
지시,토끼 옆에 바구니를 그려줘
지시,나와 함께 앉아
질문,거기에 차를 두고 있구나
일반적인 말,집에 도착하자마자 점심을 먹을 거야
행동 묘사,블록들을 쌓았구나
지시,지금 해
일반적인 말,여기에 다른 조각이 필요해
구체적인 칭찬,장난감을 치우는 것 잘했어
일반적인 말,농부들은 네가 하는 것처럼 젖소에게 먹이를 주
반영,놀고 싶지 않구나
부정적인 말,다른 아이들이 너랑 왜 놀기 싫어하는지 알겠다
구체적인 칭찬,열심히 하느라 고생했어
질문,어떤 종류의 차를 원하니
행동 묘사,자동차를 밀어
행동 묘사,딸기 파이를 굽고 있구나
행동 묘사,나무껍질이 있는 나무를 그리고 있어
지시,짜증을 그만 내
질문,어디에
부정적인 말,불가지고 장난치지마
지시,다른 장난감 나오기 전에 이 장난감들을 치우자
질문,언제
질문,이를 어떻게 쓰는지 기억하니
일반적인 말,잠시만
일반적인 말,내것을 내려놓을게
반영,꽤 빨랐어
지시,그러면 우린 할 수 있을거야
행동 묘사,너는 탑 위에 빨간 블록을 올려놓고 있구나
일반적인 칭찬,멋진 그림이야
구체적인 칭찬,멋진 포테이토 헤드를 만들었구나
일반적인 말,그것을 어디에 놓아야하는지 결정하려고 노력하고 있어
반영,오 그는 여섯 살이기 때문이구나
행동 묘사,너는 정말 높은 탑을 지었어
반영,계속 떨어지는구나
일반적인 말,뭔가를 원하고 있네
반영,높은 탑을 만들었어
지시,크레용 좀 건네줄래
반영,포테이토 헤드는 바보같구나
일반적인 말,이건 미 마우스야
행동 묘사,너는 아이스크림을 먹고 있구나
일반적인 말,그 밑에 있는 것들
질문,이제 무엇을 하고싶니
반영,포테이토 헤드와 놀고싶지 않구나
반영,그거 집에 있어
구체적인 칭찬,그렇게 할 때 좋아
반영,이 은색차는 가고 있구나
구체적인 칭찬,재채기 한 후에 코를 닦아줘서 고마워
지시,그 장난감을 집어 넣어
부정적인 말,그건 옳지 않아
일반적인 말,나는 해변에 갔어
지시,집을 지을수 있어
행동 묘사,너는 퍼즐에 조각을 맞추는데 신중하구나
지시,좋아 장난감을 나눠써야해
반영,너는 힘이 쎄구나
행동 묘사,너는 파란 개와 빨간 앵무새와 초록 곰을 안고 있어
구체적인 칭찬,조심스럽게 해줘서 고마워
질문,이제 무엇을 해야 하니
지시,이거 가지고 와서 놀자
일반적인 말,너는 매우 행복해 보여
부정적인 말,아기처럼 굴지마
일반적인 말,오늘밤 너의 방을 어지르지 않으면 내일 공원에 데려가줄게
행동 묘사,많은 블록을 가지고 있구나
일반적인 말,몇 개가 있는지 궁금해
부정적인 말,그렇게 하지 않는 것을 알지
일반적인 칭찬,잘했어
일반적인 말,으깨어 버렸어
행동 묘사,너는 성을 만들고 있구나
반영,차들을 멋져
반영,도로
질문,이쪽으로 오세요 오케이
부정적인 말,그런 식으로 장난치는지 마
행동 묘사,쓰레기를 던졌어
일반적인 말,너는 어지르지 않았어
구체적인 칭찬,너는 장난감을 아주 빠르게 정리했어
지시,그냥 내버려둬
지시,내가 알겠다고 한 것 기억해
일반적인 말,나는 의자를 여기에 놓을거야
질문,왜 안 끝냈니
지시,너는 깨끗이 치워야해
행동 묘사,나에게 초록색 크레파스를 주었어
구체적인 칭찬,그녀의 모든 색깔을 알기 때문에 매우 똑똑핟
일반적인 말,그건 내가 본 것 중에 가장 큰 것이야
지시,자 어서 서둘러서 그를 데려와 잔치를 하게
일반적인 말,오늘 매우 행복한것 같아
일반적인 말,저 차는 빨라
일반적인 말,양들은 메에에 하고 울어
일반적인 말,나는 집을 그리고 있어
부정적인 말,당장 거기서 내려와
일반적인 칭찬,멋지다
지시,공구 트에 망치를 넣어
일반적인 말,의사 고양이가 다른 고양이를 돌보러 오고 있어
지시,입어
지시,나에게 망치를 줘
질문,내 초록색을 원하니
질문,네 귀는 어디있니
일반적인 말,못 된 사람하고 노는 것은 재미없어
부정적인 말,시끄럽게 하고 있구나
지시,좋아요 여기에 하나 더 놓고 저기 빨간 것을 놓아
지시,저 통을 잡아
질문,네 하루는 어땠니
반영,하얀 카드라 더 없는 것 같구나
구체적인 칭찬,아니 그건 아주 멋진 그림이야
반영,기차가 코너를 돌고 있구나
일반적인 칭찬,수를 잘 세는구나
일반적인 말,나는 내 차를 노란색으로 색칠할거야
부정적인 말,이렇게 하는 네가 싫어
부정적인 말,이 장소는 별로야
구체적인 칭찬,예의있게 놀이를 하는 착한 소녀이구나
일반적인 말,아니 너는 어제 할머니 댁에서 먹지 않았어
일반적인 말,그렇구나
부정적인 말,그만 불평해
부정적인 말,손톱을 그만 물어뜯으면 손톱에 매니큐어를 발라줄게
지시,타워를 높게 만들자
행동 묘사,블럭을 쌓고 있구나
지시,이 사탕을 여동생과 나눠먹으면 이따가 탄산음료를 먹을 수 있어
일반적인 말,그게 뭔지 궁금하네
일반적인 말,이건 한 조각이 아니야
부정적인 말,아니 그건 좋은 생각이 아니야
구체적인 칭찬,줄을 잘 서고 있구나
반영,정말 높이 만들거구나
지시,갈 시간이야 신발을 신어
지시,빨간색 자동차를 나에게 줘
구체적인 칭찬,줄을 잘 서고 있구나
일반적인 말,여기 아래 벽을 꼭 만들어야해
구체적인 칭찬,아빠가 네가 만든 통나무집을 좋아하셔
지시,그냥 그렇다고 생각해봐
일반적인 말,나는 타워 만드는게 좋아
반영,이건 어렵구나
일반적인 말,네가 해야할 건 이렇게 가만히 들고있는거야
일반적인 말,아주 멋진 그림이구나
일반적인 말,나는 말이랑 놀거야
일반적인 말,인형은 빨간머리와 초록색 눈을 가지고 있구나
지시,이것을 저기에 놔
반영,노란색은 네가 제일 좋아하는 색이구나
일반적인 말,오늘 비가 올 예정이라 공원에 갈 수 없어
구체적인 칭찬,자동차를 건네주어 고마워
구체적인 칭찬,이야기가 상상력이 있구나
구체적인 칭찬,조심히 놀이는 한 것 잘했어
질문,그것을 파란색으로 칠하고 싶니
지시,타임아웃 의자에 가
구체적인 칭찬,네가 만든 성이 멋지다
행동 묘사,너는 초록색 블럭 위에 파란색 블럭을 올렸구나
구체적인 칭찬,너는 멋진 정리 도우미야
반영,나도 사랑해
질문,왜 말이 뛰어다니고 있니
부정적인 말,그렇게 다신 하지마
행동 묘사,찾으려고 하고 있구나
일반적인 칭찬,네가 맞아
행동 묘사,네가 찾았어
질문,그럼 속에 누가 있니
구체적인 칭찬,말을 잘 들었어
질문,내가 도와줄까
반영,찰흙이 지저분한 것 같구나
일반적인 말,몬스터 트럭이 그들을 덮칠지 보자
질문,집을 어떻게 짓고 싶니
부정적인 말,그만 밀어
질문,왜 그렇게 하는거야
반영,모든 자동차들 오른쪽 면이 위로가게 하고 싶구나
부정적인 말,장난감 그렇게 사용하면 안돼
부정적인 말,그거 만지지마
일반적인 말,나는 자동차를 밀고 있어
지시,손 가만히 있어 알겠니
지시,불을 다시 켜
반영,맞아 파란색이야
부정적인 말,그만해
지시,이렇게 같이 놔야해
일반적인 말,너는 파란색 강아지 빨간색 앵무새와 초록색 곰을 가지고 있구나
행동 묘사,오 가까이 가져오고 있구나
일반적인 말,가야 할 시간이야
부정적인 말,그거 위로 올리는 것 그만해
지시,이것 좀 봐 
지시,빨간색을 줘
지시,긁어내
부정적인 말,안돼 우리는 가서 네 동생을 학교에서 데려와야해
지시,초록색 크레파스로 네 이름을 써
일반적인 말,우리가 갈 때 아이스크림을 먹자
구체적인 칭찬,그림을 잘 그리는구나
구체적인 칭찬,마커를 빌려줘서 고마워
부정적인 말,그건 나쁘다
행동 묘사,농부를 트렉터 안에 넣었다
지시,우리 타워를 높게 만들자
지시,위로 올려야해
일반적인 말,그건 내것이야
반영,다른 친구랑 노는게 좋구나
행동 묘사,레고 놀이를 하기 전 기차 선로를 정리하고 있구나
일반적인 말,은색 자동차 멋지다
질문,다른 것을 올릴래
일반적인 말,너는 천사야
일반적인 말,그들은 장난감을 많이 가지고 있어
지시,말 잘 들어
부정적인 말,그것은 파란색이 아니야
행동 묘사,마그나 낙서를 하고 있구나
반영,화장실에 가야하는구나
지시,나에게 자동차를 줘
부정적인 말,무시무시한 개를 만들었구나 더 무시무시한 고양이도
반영,아주 긴 길을 만들고 있구나
구체적인 칭찬,놀이를 잘했어
부정적인 말,더 잘 할 수 있어
구체적인 칭찬,장난감을 조심스럽게 가지고 노는 것 잘했어
일반적인 말,가서 탄산음료 가져올게
지시,노란색을 사용해
질문,도움이 필요하니
부정적인 말,그렇게 하는 거 아니야
구체적인 칭찬,아주 잘 했구나 그렇지
행동 묘사,그가 다 먹게 했구나
반영,가지고 놀 장난감을 고르는데 어려움이 있구나
지시,큰 자동차들을 줘 그전에 작은 자동차들을 정리하자
일반적인 말,나와 지금 놀이를 하고 싶구나
일반적인 말,정리 할 시간이야
일반적인 말,지금 구급차가 세차장으로 가고 있어
반영,기차는 아주 빨리 가는구나
지시,더 큰 걸 사용해
행동 묘사,자동차게 세차장에서 세차되고 있어
일반적인 말,나도 미끄럼틀 다시 탈거야
구체적인 칭찬,음 그것은 아주 멋지구나
반영,우리가 여기에 얼마나 있어야하는지 궁금하구나
일반적인 말,타워는 빨간색이에요
행동 묘사,너는 박스를 가리고 있구나
일반적인 말,알겠어 우리는 어딘가에서 구멍을 찾아야해
지시,빨간코를 그에게 끼워
반영,맞아 화장실 혼자 갈 수 있어
구체적인 칭찬,그것을 아주 잘 하는구나
반영,또 다른 블럭을 쌓기가 무섭구나
반영,엄청 빠르게
구체적인 칭찬,멋진 배를 만들었구나
구체적인 칭찬,정리를 도와줘서 고마워
일반적인 말,이거
일반적인 칭찬,착한 아이구나
지시,이것들을 정리하는 걸 도와줘
반영,그것은 계피 도넛이야
일반적인 말,나는 너를 따라가고 있어
일반적인 말,나는 행복해
일반적인 말,고릴라가 농장 옆에 있다
질문,부러질 수 있어
행동 묘사,해을 그렸고 종이를 반으로 접었구나
일반적인 말,소녀는 여기 앉아있어
질문,블럭이 무슨 색이니
구체적인 칭찬,마커에 뚜껑 닫는걸 잘하는구나
반영,무지개를 좋아하는구나
부정적인 말,그건 나빴어
반영,그것은 토끼야
반영,정말 멋진 장난감들이다
행동 묘사,블럭을 쌓는구나
질문,그의 머리에 뭐가 있구나
반영,붐
지시,이쪽에 놔
질문,이건 무슨 모양이니
행동 묘사,너는 방해를 하고 있어
부정적인 말,소리지르지마
구체적인 칭찬,예의 바르게 행동할 때 좋아
질문,내가 만든 타워 어때
반영,너는 내가 무지개를 그리면 좋겠구나
일반적인 말,네 포테이토 헤더는 나에게 가까이 왔어
반영,나에게 어떤 종류의 자동차인지 물어보구나
행동 묘사,블럭을 가지고 만들고 있어
일반적인 말,안돼 정리할 시간이야
부정적인 말,또 그런다 또 말 안듣지
일반적인 말,차는 밝은 빨간색이고 파란색 바퀴가 있어
질문,아주 높지는 않아
구체적인 칭찬,장난감을 빌려줘서 고마워
지시,장난감을 더 꺼내기 전에 먼저 정리해
지시,초록색 기차를 나에게 줘
일반적인 말,그것을 가지고 노는게 제일 좋은 것 처럼 보이는구나
반영,그 장난감이 좋구나
